virus,treatment,material,temperature,humidity,time,dilution,replicate,virus_detect,comment,experiment_id,material_id,titer_id
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-4,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.166666666666667,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,12
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-2,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.333333333333333,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,13
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-3,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,0.5,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,14
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,0,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-1,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-2,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,3,1,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-3,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-4,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-5,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-6,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM uncovered plate oven,70,NA,1,-7,3,0,"uncovered plate of DMEM, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",1,1,15
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,0,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,0,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,0,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,0,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-1,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-1,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-1,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-1,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-2,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-2,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-2,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-2,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-3,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-3,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-3,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-3,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-4,1,1,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-4,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-4,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-4,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-5,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-5,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-5,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-5,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-6,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-6,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-6,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-6,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-7,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-7,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-7,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
SARS-CoV-2,Heat,DMEM closed vial heat block,70,NA,0,-7,1,0,"closed 2ml vial of DMEM in a heat block with water, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor",2,2,16
